OpenPrice,HighestPrice,LowestPrice,ClosePrice,Volume,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-bias3,close-bias7,close-bias12,close-bias26,close-bias60,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,close-macd5,close-macd10,close-macd15,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10,close-momentum5,close-momentum10,close-momentum15,volume_ma3,volume_ma7,volume_ma12,volume_ma26,volume_ma60,volume_ratio_3,volume_ratio_7,volume_ratio_12,volume_ratio_26,volume_ratio_60,Y,Y
26.71,26.74,26.71,26.74,21,0.03,0.03,3.076923077,19.62025316,38.73873874,48.90282132,57.09923664,26.6,26.96571429,27.0825,27.20846154,26.33766667,0.005263158,-0.008370417,-0.012646543,-0.017217495,0.015275967,26.63166667,26.81928571,26.96884615,27.12908832,26.85330601,26.51,26.51347382,26.51990115,26.52931416,26.54177471,26.55737174,26.57621832,26.59844829,26.62421127,26.65366436,26.68695786,26.72421514,26.76551402,26.81089312,26.86041918,26.91429215,26.9725027,27.03092914,27.05483857,26.80473653,26.7325,26.828,27.04675,27.05783333,100,31.25,15.625,100,20.83333333,34.72222222,100,28.125,48.08238636,100,42.5,46.54220779,-0.38,-0.52,-0.16,14,22.42857143,24.91666667,26.80769231,26.45,1.5,0.936305732,0.842809365,0.783357245,0.793950851,26.69,0
26.69,26.69,26.69,26.69,2,0,0,26.74418605,38.02816901,44.26229508,48.41772152,57.77610819,26.64666667,26.86857143,27.05083333,27.21615385,26.375,0.00162622,-0.006646108,-0.013339084,-0.01933241,0.011943128,26.67666667,26.75035714,26.90846154,27.09068376,26.86485792,26.74,26.72867369,26.71799011,26.70839712,26.70035494,26.69434293,26.6908655,26.6904569,26.69368451,26.70114896,26.71347893,26.73131833,26.75530841,26.78608053,26.82429342,26.87071911,26.92600216,26.98728977,27.02335471,26.8014997,26.69,26.742,26.99475,27.043,100,56.25,23.4375,100,37.5,29.86111111,100,40.625,46.484375,100,42.5,46.84090909,-0.45,-0.78,-0.32,11.33333333,9.571428571,22.5,26.69230769,26.4,0.176470588,0.208955224,0.088888889,0.074927954,0.075757576,26.93,1
26.93,26.93,26.93,26.93,1,0,0,71.875,21.18644068,42.21311475,51.68918919,58.52359209,26.78666667,26.81142857,27.01583333,27.21769231,26.41783333,0.005350921,0.004422421,-0.003177149,-0.010570048,0.019387156,26.81833333,26.76571429,26.88987179,27.06948718,26.88305464,26.69,26.69193368,26.69279901,26.69275957,26.69207099,26.69108573,26.69025965,26.69015992,26.6914738,26.69501703,26.70173947,26.71272508,26.72918505,26.75245234,26.7840054,26.82553934,26.87880173,26.9426963,26.99001924,26.79592471,26.93,26.689,26.9575,27.032,100,81.25,43.75,100,54.16666667,30.55555556,100,40.625,43.75,100,42.5,46.81818182,0.38,-0.15,-0.09,8,8,20.5,26.61538462,26.06666667,0.125,0.125,0.048780488,0.037572254,0.038363171,26.73,0
26.8,26.8,26.73,26.73,3,0.07,-0.07,90.38461538,35.50724638,41.25,50.34722222,59.668924,26.78333333,26.75571429,26.97166667,27.20384615,26.45483333,-0.001991288,-0.000961076,-0.00896002,-0.017418351,0.010401376,26.79,26.74535714,26.84589744,27.03336182,26.89328962,26.93,26.91809668,26.9062799,26.89441394,26.8824142,26.87027143,26.85807789,26.84605597,26.83458952,26.82425766,26.81586973,26.81049879,26.80951103,26.81459402,26.82780378,26.8516545,26.88904138,26.94079186,26.98401732,26.80262848,26.7475,26.723,26.91725,27.01366667,0,75,60.9375,0,54.16666667,34.02777778,0,40.625,41.015625,0,42.5,46.79545455,0.22,-0.64,-0.34,2,7.714285714,18.91666667,25.61538462,25.75,1.5,0.388888889,0.158590308,0.117117117,0.116504854,26.27,0
26.3,26.3,26.27,26.27,3,0.03,-0.03,48.97959184,35.76642336,39.44223108,46.875,58.32083958,26.64333333,26.63142857,26.87166667,27.16807692,26.48383333,-0.014012261,-0.013571505,-0.022390374,-0.03305633,-0.008074108,26.53333333,26.62392857,26.73794872,26.96418803,26.88722951,26.73,26.73940483,26.74762799,26.75466209,26.76048284,26.76506786,26.76842337,26.77061959,26.77183581,26.77241595,26.77293487,26.77427434,26.77770662,26.78498612,26.79846264,26.82124088,26.8572331,26.90917308,26.95861558,26.79899705,26.2775,26.6755,26.813,26.96283333,0,50,65.625,0,54.16666667,40.27777778,0,40.625,38.28125,0,32.5,44.77272727,-0.47,-1.06,-1.08,2.333333333,7.285714286,16.83333333,24.65384615,25.71666667,1.285714286,0.411764706,0.178217822,0.121684867,0.116655865,26.3,1
26.23,26.32,26.21,26.3,16,0.11,0.07,26.66666667,25.96685083,28.26086957,42.38952537,56.31349782,26.43333333,26.59571429,26.80666667,27.1,26.51333333,-0.005044136,-0.01111887,-0.018900771,-0.029520295,-0.008046266,26.36166667,26.54107143,26.65,26.89988604,26.88120219,26.27,26.29347024,26.3177628,26.34269931,26.36809657,26.39376696,26.41952701,26.44521686,26.47073432,26.49608718,26.52146743,26.54735089,26.57462397,26.60474098,26.63992385,26.68343066,26.73978648,26.81329712,26.88975403,26.7725472,26.2825,26.5855,26.70675,26.893,81.81818182,45.45454545,62.92613636,81.81818182,63.63636364,47.41161616,81.81818182,50.85227273,38.38778409,81.81818182,40.68181818,43.56818182,-0.39,-0.82,-0.96,7.333333333,8.142857143,15.16666667,23.19230769,25.98333333,2.181818182,1.964912281,1.054945055,0.689883914,0.615779346,26.22,0
26.11,26.22,26.11,26.22,2,0.11,0.11,4.347826087,40,33.75,33.20683112,56.40839971,26.26333333,26.55428571,26.71083333,27.02538462,26.53066667,-0.001649956,-0.012588767,-0.018375815,-0.029801042,-0.01170972,26.255,26.44714286,26.55974359,26.83470085,26.8715847,26.3,26.29967351,26.30177628,26.3064049,26.31361931,26.32344174,26.3358581,26.3508259,26.36829373,26.38823923,26.41073372,26.43604299,26.46477438,26.49808163,26.5379467,26.58757299,26.65182919,26.73630255,26.83077862,26.74891984,26.1925,26.486,26.614,26.82516667,100,45.45454545,53.97727273,100,63.63636364,54.54545455,100,63.35227273,41.61931818,100,50.68181818,43.63636364,-0.71,-0.92,-1.25,7,6.857142857,7.666666667,20.53846154,25.78333333,0.285714286,0.291666667,0.260869565,0.097378277,0.077569489,26.47,1
26.47,26.47,26.47,26.47,1,0,0,5.263157895,38.75968992,23.74429224,31.55893536,53.92749245,26.33,26.51571429,26.63916667,26.98269231,26.5555,0.005317129,-0.001724045,-0.006350299,-0.019000784,-0.003219672,26.35833333,26.42607143,26.52269231,26.79356125,26.86959563,26.22,26.22398368,26.22817763,26.23296073,26.23872386,26.24586044,26.25475743,26.26578906,26.27931749,26.29570765,26.31536686,26.33882364,26.36686463,26.40075306,26.44256269,26.49567974,26.56546335,26.65885717,26.76970076,26.72247385,26.47,26.394,26.5415,26.76966667,100,70.45454545,52.84090909,100,63.63636364,58.90151515,100,72.72727273,47.19460227,100,60.68181818,44.70454545,-0.26,-0.08,-0.61,6.333333333,4,6.75,19.07692308,25.78333333,0.157894737,0.25,0.148148148,0.052419355,0.038784745,26.69,1
26.65,26.74,26.63,26.69,20,0.11,0.04,77.77777778,39.69465649,32.08333333,38.74239351,55.60571859,26.46,26.51571429,26.60333333,26.94230769,26.583,0.008692366,0.006572922,0.003257737,-0.009364739,0.004025129,26.53833333,26.46964286,26.53051282,26.77188034,26.87400546,26.47,26.45769918,26.44581776,26.43444411,26.42374477,26.41396511,26.40542723,26.39852617,26.393727,26.39156844,26.39268343,26.397853,26.40811878,26.42498949,26.45079388,26.48925981,26.54637068,26.63052859,26.73973068,26.70985016,26.6875,26.382,26.5525,26.73883333,54.54545455,84.09090909,61.36363636,54.54545455,56.06060606,59.21717172,54.54545455,67.04545455,52.05965909,54.54545455,66.13636364,46.31818182,0.42,0.18,-0.68,7.666666667,6.571428571,8,17.42307692,25.91666667,2.608695652,3.043478261,2.5,1.14790287,0.77170418,26.67,0
26.72,26.72,26.67,26.67,5,0.05,-0.05,85.45454545,50,41.07883817,39.47895792,56.133829,26.61,26.47857143,26.56416667,26.9,26.613,0.002254791,0.007229566,0.003984064,-0.008550186,0.00214181,26.64333333,26.50821429,26.54076923,26.7517094,26.87685792,26.69,26.67838496,26.66558178,26.65166662,26.63674895,26.62099128,26.60462817,26.58798416,26.5714908,26.5557058,26.54134171,26.52931915,26.52087127,26.51774317,26.52255572,26.53944486,26.57509654,26.6394493,26.73475762,26.70885765,26.6825,26.463,26.56925,26.69633333,0,63.63636364,65.90909091,0,56.06060606,59.53282828,0,54.54545455,53.79971591,0,63.63636364,48.43181818,0.37,-0.07,-0.66,8.666666667,7.142857143,7.916666667,16.57692308,25.96666667,0.576923077,0.7,0.631578947,0.30162413,0.192554557,26.67,0
