OpenPrice,HighestPrice,LowestPrice,ClosePrice,Volume,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-bias3,close-bias7,close-bias12,close-bias26,close-bias60,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,close-macd5,close-macd10,close-macd15,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10,close-momentum5,close-momentum10,close-momentum15,volume_ma3,volume_ma7,volume_ma12,volume_ma26,volume_ma60,volume_ratio_3,volume_ratio_7,volume_ratio_12,volume_ratio_26,volume_ratio_60,Y
46.36,46.53,46.23,46.4,3118,0.3,0.04,10.31746032,28.98550725,41.17647059,39.68253968,47.88047255,46.38333333,46.98,46.99083333,47.30153846,47.20333333,0.000359324,-0.012345679,-0.012573374,-0.01905939,-0.017018572,46.37666667,46.74821429,46.9124359,47.10413105,47.29748087,46.31,46.31898458,46.33288334,46.35162797,46.37516482,46.40344559,46.43641287,46.47397951,46.51600054,46.56223608,46.61230625,46.66564672,46.72149397,46.77897347,46.83744901,46.89743469,46.96252723,47.04232353,47.14984419,47.24459132,46.39,46.823,47.0285,46.99216667,56.66666667,30.00915751,32.42218695,56.66666667,30.16653281,43.86141923,56.66666667,39.2257768,43.14110747,56.66666667,44.58941265,40.29573486,-0.91,-0.65,-0.69,9786,6689.142857,5623.75,7559.653846,10309.96667,0.318618434,0.466128481,0.554434319,0.412452748,0.302425808,1
46.53,46.92,46.53,46.87,9842,0.39,0.34,7.37704918,33.99014778,42.23826715,38.90675241,46.7707594,46.52666667,46.88714286,47.005,47.28807692,47.20116667,0.007379281,-0.00036562,-0.002872035,-0.008841064,-0.00701607,46.62,46.72071429,46.89384615,47.07216524,47.28655191,46.4,46.39594923,46.39328833,46.3927442,46.39503296,46.4008614,46.41092386,46.42589283,46.44640021,46.47300624,46.50615313,46.54610569,46.59289638,46.64633275,46.70621431,46.77307602,46.85002179,46.945975,47.07485977,47.20236175,46.7975,46.7165,47.0045,46.972,87.17948718,41.08974359,30.61378572,87.17948718,40.90856856,41.7284699,87.17948718,44.70654603,44.03896606,87.17948718,46.38428445,41.16191393,-0.57,-0.31,0.08,6880.333333,7255.857143,5760.416667,7620.115385,10310.05,1.430453951,1.356421413,1.708556962,1.291581492,0.954602548,0
46.92,47,46.75,46.87,2297,0.25,-0.05,81.15942029,33.99014778,52.73311897,47.1451876,49.54385965,46.71333333,46.80571429,46.99,47.25961538,47.2025,0.003353789,0.001373459,-0.002553735,-0.008244151,-0.007044118,46.79166667,46.71642857,46.87307692,47.04119658,47.27569399,46.87,46.84629746,46.82232883,46.79841163,46.77500659,46.75271535,46.73227716,46.71456249,46.70056009,46.69135281,46.68807656,46.69185813,46.70373783,46.72461629,46.75535002,46.79730701,46.85401743,46.93457875,47.05437379,47.18574366,46.8725,46.6015,46.976,46.97466667,48,53.08974359,37.39748977,48,42.53601954,39.76620937,48,39.52233551,43.52997657,48,44.89857016,41.80452157,0.43,-0.18,0.04,5085.666667,7051.285714,5731.166667,7089.961538,10199.83333,0.451661532,0.325756194,0.400790997,0.323979191,0.225199758,0
46.79,46.87,46.36,46.49,4111,0.51,-0.3,100,35.38461538,46.73913043,43.55400697,50.28490028,46.74333333,46.68857143,46.94333333,47.20846154,47.2025,-0.005419668,-0.004253106,-0.009657033,-0.015218914,-0.015094539,46.68,46.6375,46.79615385,46.98418803,47.25233333,46.87,46.86881487,46.86523288,46.85926174,46.85100132,46.84067884,46.82868315,46.81559687,46.80222403,46.78960876,46.77903828,46.77202197,46.7702427,46.77550059,46.78974501,46.81548026,46.85721394,46.92489194,47.03593641,47.16995648,46.5525,46.596,46.92525,46.95466667,25.49019608,54.33408748,44.63068304,25.49019608,39.64152841,38.05413438,25.49019608,39.86770093,43.11082983,25.49019608,43.11425643,42.8353645,0.18,-1.03,-0.21,5416.666667,6933.285714,5910.75,7069.615385,10059.9,0.758953846,0.592936765,0.695512414,0.581502639,0.408652173,1
46.14,46.57,46.1,46.57,5150,0.47,0.43,55.29411765,31.36363636,41.08280255,38.74788494,50,46.64333333,46.56428571,46.8925,47.16192308,47.201,-0.001572215,0.000122718,-0.006877432,-0.012550868,-0.013368361,46.59333333,46.60785714,46.73871795,46.93689459,47.23159563,46.49,46.50894074,46.52752329,46.54538926,46.56220026,46.57766971,46.59160494,46.6039589,46.61488961,46.62482394,46.63451914,46.64511208,46.65814562,46.67557538,46.69982151,46.7341102,46.78377116,46.85965815,46.98134277,47.13595866,46.4525,46.613,46.826,46.93533333,100,65.16742081,53.42024887,100,56.30819507,40.86586891,100,47.58828916,43.42697721,100,44.16688801,43.07673375,0.17,-0.87,-0.48,3852.666667,7251.142857,5961.583333,7038.615385,10020.25,1.33673646,0.71023287,0.863864466,0.731677996,0.513959233,0
46.57,46.66,46.44,46.49,4995,0.22,-0.08,17.39130435,29.76744186,40.12944984,39.83193277,49.67925873,46.51666667,46.57142857,46.84583333,47.09884615,47.1925,-0.000573271,-0.001748466,-0.007595837,-0.012926987,-0.01488584,46.51666667,46.58928571,46.67679487,46.88712251,47.20828415,46.57,46.56694704,46.56575233,46.56630839,46.56844005,46.57191743,46.57648148,46.58188562,46.58795585,46.59467077,46.60225957,46.61131165,46.62288737,46.638624,46.66087506,46.69308265,46.74101692,46.81620942,46.9402085,47.10766072,46.52,46.639,46.731,46.89866667,22.72727273,49.0543672,55.41140477,22.72727273,56.67727044,44.37301914,22.72727273,45.0720554,42.75895251,22.72727273,44.16688801,43.3695188,-0.38,-0.82,-0.56,4752,5313.428571,6101.583333,6754.576923,9870.95,1.051136364,0.940070979,0.81863997,0.739498574,0.506030321,0
46.18,46.66,46.18,46.44,5605,0.48,0.26,14.81481481,52.03252033,40.78947368,35.56338028,48.14814815,46.5,46.59,46.75583333,47.03076923,47.18383333,-0.001290323,-0.003219575,-0.00675495,-0.012561335,-0.01576458,46.47833333,46.55642857,46.61435897,46.83831909,47.18361202,46.49,46.49384735,46.49757523,46.50144626,46.50568801,46.51047936,46.51594444,46.52215997,46.52918234,46.53710185,46.54612979,46.55672141,46.56973242,46.5866056,46.60961254,46.64231198,46.69081354,46.76727801,46.89518765,47.07677769,46.43,46.5655,46.641,46.85816667,54.16666667,50.59603387,54.78797734,54.16666667,56.26060378,48.72203096,54.16666667,51.84288873,43.47814736,54.16666667,45.76002527,43.84835554,-0.43,-1,-0.74,5250,5016.857143,6079.083333,6506.076923,9767.083333,1.067619048,1.117233328,0.92201401,0.861502264,0.573866303,1
46.79,47.87,46.79,47.82,22459,1.08,1.03,38.0952381,55.65217391,29.38931298,34.33628319,48.11320755,46.91666667,46.79285714,46.7875,47.02730769,47.1975,0.019253996,0.021950847,0.02206786,0.016856,0.013189258,47.13833333,46.86392857,46.77807692,46.89678063,47.20446995,46.44,46.44269237,46.44575752,46.44921694,46.4531376,46.45761984,46.46278333,46.46875599,46.47567294,46.48369583,46.49306489,46.50419677,46.51783945,46.53529364,46.55872878,46.59173399,46.64065083,46.71818631,46.84966888,47.0449388,47.575,46.706,46.65375,46.886,95.37037037,68.06607744,58.22097483,95.37037037,57.62575097,51.50822803,95.37037037,61.20008246,46.12820938,95.37037037,51.01134802,44.68089599,1.33,1.38,0.77,11019.66667,7779.857143,7639.916667,7083.653846,10020.03333,2.038083427,2.886813933,2.939691751,3.17053889,2.241409709,0
47.91,48,47.69,47.78,11412,0.31,-0.13,91.39072848,79.09836066,54.84693878,49.33135215,52.71164021,47.34666667,46.92285714,46.82666667,47.01884615,47.21766667,0.009152351,0.018267064,0.02035877,0.016188271,0.011909384,47.57,47.11071429,46.93076923,46.95253561,47.22356831,47.82,47.75113462,47.68257575,47.61438254,47.54662752,47.47940496,47.412835,47.3470646,47.28226917,47.21866312,47.15653245,47.09630823,47.03870367,46.98494087,46.93711014,46.89880049,46.87652067,46.88345836,46.94670199,47.08369186,47.8125,46.958,46.777,46.93616667,29.03225806,50.32414196,54.51015512,29.03225806,54.46446065,53.49630155,29.03225806,57.74578139,48.44320995,29.03225806,53.91457383,46.03905313,1.21,1.47,0.26,13158.66667,8004.142857,8179.5,7130.076923,10100.08333,0.867261121,1.425761659,1.395195305,1.600543742,1.129891668,0
47.78,47.78,47.39,47.52,3673,0.39,-0.26,93.87755102,72.63681592,56.13577023,48.35329341,54.10726409,47.70666667,47.01571429,46.83333333,47.00230769,47.23783333,-0.0039128,0.010725897,0.014661922,0.011014189,0.005973319,47.65666667,47.26,47.0374359,46.98965812,47.23348087,47.78,47.77855673,47.77025758,47.75515738,47.7333255,47.70485124,47.6698505,47.62847261,47.58090767,47.52739841,47.46826622,47.40396952,47.3352222,47.26321156,47.1899771,47.11910037,47.05721653,47.01793961,47.03003179,47.11850727,47.5525,47.178,46.8955,46.94333333,33.33333333,52.97565711,55.49047759,33.33333333,55.77165019,56.18465518,33.33333333,51.01501216,49.23176822,33.33333333,55.19662511,47.32028719,1.03,1.12,0.08,12514.66667,8200.714286,8241.833333,6804.692308,10025.6,0.293495632,0.447887815,0.445653273,0.53977459,0.366362113,1
47.74,48.08,47.65,47.91,12432,0.43,0.17,82.14285714,64.31718062,51.01010101,46.87953556,54.10726409,47.73666667,47.21857143,46.95583333,47.01384615,47.27016667,0.003631031,0.014643149,0.020320514,0.019061488,0.013535669,47.75833333,47.48357143,47.20307692,47.05689459,47.25551913,47.52,47.53292784,47.54502576,47.55527361,47.5626651,47.56621281,47.56495515,47.55796541,47.54436307,47.52332928,47.49413311,47.45618324,47.40913332,47.35308752,47.28898397,47.21932528,47.14977323,47.09324867,47.07902861,47.13858191,47.8875,47.4515,47.04525,46.97116667,60.46511628,54.55026951,56.4790365,60.46511628,49.18250291,54.99703982,60.46511628,52.57315169,50.86312024,60.46511628,55.57647007,48.41899294,1.47,1.04,0.6,9172.333333,9389.428571,7731.25,6915.5,10064.73333,1.35538031,1.324042236,1.608019402,1.797700817,1.235204112,1
47.82,48.08,47.78,48,11885,0.3,0.18,56.52173913,81.14035088,71.94029851,52.16138329,56.56292287,47.81,47.42285714,47.09666667,47.05230769,47.29466667,0.003974064,0.012170141,0.019180409,0.02014125,0.014913591,47.89,47.67892857,47.36371795,47.12994302,47.27944809,47.91,47.89114639,47.87350258,47.85679104,47.84053302,47.8240532,47.80648655,47.78678789,47.76374523,47.73599818,47.70206656,47.66040078,47.60947999,47.54800689,47.47528878,47.39199396,47.30181858,47.21576137,47.16212575,47.17715281,47.965,47.7585,47.162,47.0135,73.33333333,49.04101025,51.72276971,73.33333333,57.61684634,55.15363581,73.33333333,58.55354385,53.1988506,73.33333333,54.19185469,49.19974996,0.18,1.13,0.56,9330,10351.57143,8081.583333,6864.192308,10172.65,1.273847803,1.148134859,1.470627662,1.731449159,1.168328803,1
48.13,48.47,48.13,48.17,11113,0.34,0.04,64.86486486,81.22270742,75.52870091,57.78816199,55.13626834,48.02666667,47.66285714,47.24416667,47.09384615,47.32266667,0.002984453,0.010640211,0.019596776,0.022851263,0.017905443,48.07,47.86571429,47.52884615,47.21273504,47.30814754,48,47.99455732,47.98735026,47.97851866,47.9681066,47.9560133,47.94194596,47.92537576,47.90549809,47.88119918,47.85103328,47.81322043,47.765688,47.70620448,47.63270215,47.54399547,47.44145486,47.33339716,47.24591318,47.21829517,48.235,47.8905,47.29825,47.066,11.76470588,44.72412221,50.32276477,11.76470588,50.54985288,54.20184399,11.76470588,47.52413208,53.19083097,11.76470588,50.56832527,49.76672547,0.39,1.68,1.73,11810,11225.57143,8747.833333,7161.884615,10282.45,0.940982218,0.989971875,1.270371711,1.551686546,1.080773551,0
