OpenPrice,HighestPrice,LowestPrice,ClosePrice,Volume,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-bias3,close-bias7,close-bias12,close-bias26,close-bias60,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,close-macd5,close-macd10,close-macd15,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10,close-momentum5,close-momentum10,close-momentum15,volume_ma3,volume_ma7,volume_ma12,volume_ma26,volume_ma60,volume_ratio_3,volume_ratio_7,volume_ratio_12,volume_ratio_26,volume_ratio_60,Y,Y
30.8,30.8,30.57,30.57,68,0.23,-0.23,26.78571429,43.2038835,52.61044177,47.98464491,50.39653929,30.62333333,30.97714286,30.98,31.14115385,31.022,-0.001741591,-0.013143331,-0.013234345,-0.018340806,-0.014570305,30.635,30.84321429,30.94064103,31.02470085,31.10789617,30.8,30.78681091,30.77727598,30.77142225,30.76925326,30.77075238,30.77588195,30.78457718,30.79673289,30.81218031,30.83065175,30.85173532,30.8748355,30.89918726,30.92403328,30.94916973,30.97613785,31.00987813,31.05598338,31.07628491,30.6275,30.946,31.042,30.95116667,0,19.64285714,19.64285714,0,13.0952381,14.84126984,0,9.821428571,17.51488095,0,15.19047619,21.40952381,-0.75,-0.48,-0.21,28,13.71428571,10.25,13.53846154,17.18333333,2.428571429,4.958333333,6.634146341,5.022727273,3.957322987,30.88,1
30.88,30.88,30.88,30.88,1,0,0,24,39.20704846,48.16176471,41.8972332,49.60965224,30.75,30.90571429,30.9975,31.13615385,31.02633333,0.004227642,-0.000832024,-0.003790628,-0.008226894,-0.004716424,30.76333333,30.81892857,30.92525641,31.00535613,31.10324044,30.57,30.58084055,30.5907276,30.60021334,30.60985065,30.6201881,30.63176458,30.64510201,30.66069316,30.67898114,30.70032587,30.72495443,30.7529013,30.78397172,30.8178233,30.8543773,30.89491028,30.94389641,31.00738505,31.05097066,30.88,30.858,31.025,30.95683333,0,0,14.73214286,0,13.0952381,12.94973545,0,9.821428571,16.45089286,0,7.857142857,18.6452381,-0.34,-0.2,0.21,25.66666667,13.71428571,10.33333333,13.07692308,16.9,0.038961039,0.072916667,0.096774194,0.076470588,0.059171598,30.83,0
30.83,30.83,30.83,30.83,1,0,0,72.61904762,38.9380531,53.46534653,48.69739479,50.90655509,30.76,30.87428571,30.97833333,31.11846154,31.02983333,0.002275683,-0.001434388,-0.004788293,-0.009269788,-0.006440039,30.80333333,30.8,30.89948718,30.98267806,31.09680328,30.88,30.86504203,30.85107276,30.838032,30.82597013,30.81504702,30.80552938,30.7977857,30.79227726,30.78954151,30.79016294,30.79472493,30.80374078,30.81758162,30.83647631,30.86078297,30.89192823,30.93431195,30.99464654,31.04242213,30.83,30.784,30.99975,30.9675,0,0,9.821428571,0,13.0952381,13.0952381,0,9.821428571,15.38690476,0,7.857142857,16.88095238,0.33,-0.23,0.16,23.33333333,13.57142857,9.166666667,10.19230769,16.91666667,0.042857143,0.073684211,0.109090909,0.098113208,0.0591133,31.32,1
31.13,31.52,31.13,31.32,4,0.39,0.19,52.54237288,44.44444444,45.72490706,45.16806723,50.72967338,31.01,30.87428571,31.00083333,31.10961538,31.04566667,0.009996775,0.014436424,0.010295422,0.006762688,0.008836445,31.08333333,30.91142857,30.95205128,30.99760684,31.10631694,30.83,30.8317521,30.83210728,30.8312048,30.82919403,30.82626176,30.82265881,30.818725,30.8149109,30.81179368,30.81008147,30.81059871,30.81424447,30.82192805,30.83453341,30.85308723,30.87954258,30.91866516,30.97818189,31.03180102,31.3225,30.921,31.026,31.011,48.71794872,12.17948718,7.955586081,48.71794872,8.11965812,12.26597477,48.71794872,15.91117216,15.08413462,48.71794872,12.72893773,16.10384615,0.52,-0.06,0.65,2,14,9.333333333,10.19230769,16.8,2,0.285714286,0.428571429,0.39245283,0.238095238,30.58,0
30.54,30.58,30.54,30.58,3,0.04,0.04,94.11764706,50,54.25867508,47.69539078,53.24675325,30.91,30.78285714,30.95916667,31.07346154,31.04633333,-0.010676157,-0.006589939,-0.012247315,-0.015880482,-0.015020561,30.86833333,30.83785714,30.88730769,30.95837607,31.09104918,31.32,31.29558761,31.27121073,31.24668072,31.22183881,31.19656544,31.17079764,31.14455375,31.11796436,31.09130716,31.06504073,31.03982929,31.01654668,30.99625323,30.98017339,30.96981542,30.96763407,30.97886538,31.0123637,31.04621097,30.57,30.846,30.945,31.00433333,100,37.17948718,12.33974359,100,24.78632479,14.21448921,100,28.41117216,16.34386447,100,22.72893773,16.32673993,0.01,-0.47,-0.48,2.666666667,13.28571429,8.833333333,10,16.33333333,1.125,0.225806452,0.339622642,0.3,0.183673469,31.23,1
30.75,31.71,30.75,31.23,9,0.96,0.48,38.28125,38.73239437,43.55670103,41.75438596,50.13157895,31.04333333,30.88714286,30.97333333,31.05615385,31.05366667,0.0060131,0.011100319,0.008286698,0.005597801,0.005678342,31.02833333,30.94964286,30.92897436,30.96997151,31.09707104,30.58,30.61577938,30.64912107,30.68000211,30.70836776,30.73414136,30.75723929,30.77759381,30.79518574,30.81008822,30.82252037,30.83290611,30.84192801,30.8505646,30.86012137,30.87236157,30.89010725,30.91903557,30.96912733,31.02290042,31.23,30.9665,30.95625,31.01683333,50,49.67948718,24.75961538,50,33.11965812,17.55189255,50,24.83974359,15.92948718,50,27.72893773,17.63296703,0.35,-0.09,0.18,5.333333333,13.42857143,9.5,10.07692308,16.23333333,1.6875,0.670212766,0.947368421,0.893129771,0.554414784,30.63,0
30.63,30.63,30.63,30.63,5,0,0,60.63829787,63.17689531,51.88470067,46.36510501,51.41025641,30.81333333,30.86285714,30.91083333,31.01576923,31.0475,-0.005949805,-0.007544899,-0.009085272,-0.012437842,-0.013447137,30.82166667,30.88535714,30.87615385,30.93840456,31.08318033,31.23,31.19928897,31.17191211,31.14750032,31.12567355,31.10603534,31.08817179,31.07165783,31.0560743,31.0410397,31.02626018,31.01159836,30.99715681,30.98336699,30.97108496,30.96177118,30.9580858,30.96568024,30.9952146,31.0332554,30.63,30.9165,30.88725,30.98883333,50,62.17948718,40.30448718,50,41.45299145,22.27818478,50,31.08974359,17.44219322,50,32.72893773,19.43919414,-0.2,-0.59,-0.45,5.666666667,13,9.833333333,10.26923077,16.18333333,0.882352941,0.384615385,0.508474576,0.486891386,0.308959835,30.96,1
30.96,30.96,30.96,30.96,3,0,0,32.66331658,47.23127036,42.17118998,42.26804124,48.84302689,30.94,30.91857143,30.90333333,30.98730769,31.059,0.000646412,0.001339925,0.001833675,-0.000881254,-0.003187482,30.895,30.90964286,30.88371795,30.9342735,31.08031148,30.63,30.65846445,30.68419121,30.70762505,30.72913471,30.74900883,30.76745154,30.78458024,30.80042972,30.81496786,30.82813009,30.8398791,30.85029408,30.85968854,30.86875947,30.87882838,30.89246864,30.9153282,30.95869314,31.01309263,30.96,30.9425,30.86325,30.98066667,50,62.5,52.88461538,50,49.78632479,28.39336589,50,37.33974359,20.8819826,50,29.87179487,20.17399267,-0.36,0.46,-0.1,5.666666667,3.714285714,9.916666667,10.19230769,15.71666667,0.529411765,0.807692308,0.302521008,0.294339623,0.19088017,30.96,0
30.96,30.96,30.96,30.96,0,0,0,62.02531646,56.15141956,49.0605428,44.78873239,52.21295702,30.85,30.93,30.87333333,30.95538462,31.06716667,0.00356564,0.000969932,0.002807169,0.000149098,-0.003449515,30.905,30.92,30.8924359,30.93225071,31.07706557,30.96,30.94492322,30.93241912,30.92214376,30.91382694,30.90725221,30.90223546,30.89860308,30.89617189,30.89473554,30.89406505,30.8939335,30.89417645,30.89479755,30.89613163,30.89912129,30.90597491,30.92202897,30.95882382,31.010438,30.96,30.87,30.8955,30.974,50,50,56.08974359,50,58.11965812,35.8974359,50,43.58974359,25.10302198,50,34.87179487,21.40879121,0.38,0.16,-0.42,2.666666667,3.571428571,9.833333333,10.03846154,15.16666667,0,0,0,0,0,31.24,1
31.26,31.26,31.24,31.24,4,0.02,-0.02,35.48387097,51.3986014,46.01769912,44.07988588,51.59194282,31.05333333,30.98857143,30.875,30.94846154,31.08016667,0.006011164,0.00811359,0.011821862,0.009420128,0.005142615,31.1,30.9975,30.94884615,30.95333333,31.08273224,30.96,30.95924616,30.95724191,30.95432156,30.95076539,30.94681305,30.94267064,30.93851108,30.93446876,30.93063099,30.92703252,30.92366343,30.92050587,30.91761841,30.91529214,30.91434096,30.91677993,30.92772463,30.95894144,31.0079161,31.245,31.005,30.9255,30.965,0,37.5,53.04487179,0,50,42.87749288,0,43.58974359,29.32406136,0,34.87179487,22.64358974,0.01,0.67,0.19,2.333333333,4,9.5,9.192307692,15.2,1.714285714,1,0.421052632,0.435146444,0.263157895,31.24,0
