OpenPrice,HighestPrice,LowestPrice,ClosePrice,Volume,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-bias3,close-bias7,close-bias12,close-bias26,close-bias60,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,close-macd5,close-macd10,close-macd15,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10,close-momentum5,close-momentum10,close-momentum15,volume_ma3,volume_ma7,volume_ma12,volume_ma26,volume_ma60,volume_ratio_3,volume_ratio_7,volume_ratio_12,volume_ratio_26,volume_ratio_60,Y,Y
26.9,26.9,26.82,26.82,33,0.08,-0.08,17.24137931,31.94444444,44.16243655,41.70403587,48.07881773,26.83,27.18857143,27.18583333,27.39653846,27.37716667,-0.000372717,-0.013556116,-0.013456764,-0.021044208,-0.020351509,26.825,27.05571429,27.14564103,27.26561254,27.41560109,26.82,26.82320645,26.82975331,26.83953522,26.85244916,26.8683894,26.88723975,26.90886248,26.93308333,26.95967183,26.98831772,27.01860986,27.05003703,27.08205983,27.11436058,27.14747841,27.1841695,27.23165461,27.30134019,27.37662693,26.84,27.1195,27.222,27.1955,0,11.28246753,20.27503746,0,10.08574759,29.82614608,0,20.06431069,32.75935002,0,26.62287712,34.02086802,-0.57,-0.38,-0.46,84.66666667,71.28571429,65.33333333,54.19230769,56.05,0.38976378,0.462925852,0.505102041,0.608942512,0.588760036,27.2,1
26.95,27.2,26.95,27.2,74,0.25,0.25,0,36.22047244,41.7989418,39.39393939,46.875,26.94666667,27.14857143,27.20166667,27.38961538,27.37683333,0.009401286,0.001894338,-6.13E-05,-0.006922893,-0.006459233,27.01,27.05857143,27.14782051,27.25105413,27.40979235,26.82,26.82016032,26.82097533,26.82293028,26.82648983,26.83209735,26.84017193,26.85110187,26.86523333,26.88285232,26.90415886,26.92923542,26.95802222,26.99033889,27.02605241,27.0656088,27.1113356,27.16990641,27.25320617,27.34879558,27.1375,27.0645,27.215,27.18716667,100,25.56818182,16.77697303,100,26.75241425,27.97535798,100,32.56431069,32.16471029,100,34.62287712,33.78468198,-0.34,-0.14,0.15,50.33333333,72,67.66666667,55.73076923,56.48333333,1.470198675,1.027777778,1.093596059,1.327812284,1.31012098,27.1,0
27.21,27.21,27.1,27.1,3,0.11,-0.11,92.68292683,39.55223881,54.41860465,47.91666667,49.90079365,27.04,27.10285714,27.19416667,27.37,27.376,0.002218935,-0.000105419,-0.003462752,-0.009864815,-0.010081823,27.08666667,27.04642857,27.13217949,27.22960114,27.40071585,27.2,27.18100802,27.16209753,27.14343954,27.12529797,27.10802434,27.09205158,27.07788565,27.06609333,27.05728355,27.05207943,27.05107948,27.05481333,27.06372028,27.07823669,27.0992066,27.12906848,27.17442045,27.24788555,27.3413558,27.1275,26.981,27.1975,27.19,0,25,19.24481768,0,24.18831169,25.86510712,0,20.06431069,30.00757055,0,26.05144855,32.36992452,0.25,-0.07,-0.03,36.66666667,65.57142857,66.25,55,56.25,0.081818182,0.045751634,0.045283019,0.054545455,0.053333333,26.88,0
27.06,27.06,26.87,26.88,10,0.19,-0.18,79.16666667,38.4057971,47.82608696,43.91408115,49.75272008,27.06,27.03,27.1675,27.33730769,27.37483333,-0.006651885,-0.00554939,-0.010582497,-0.016728337,-0.018076214,27.00666667,26.99071429,27.08384615,27.19330484,27.38445355,27.1,27.1040504,27.10620975,27.10651593,27.10505959,27.10200608,27.09761547,27.09225998,27.08643733,27.0807776,27.07603971,27.07309372,27.072888,27.07641818,27.08476568,27.09940495,27.12325478,27.16325738,27.233097,27.32928801,26.9225,26.9745,27.16875,27.17666667,5.263157895,26.31578947,22.04160971,5.263157895,17.92264753,22.07565826,5.263157895,20.72220543,27.93266766,5.263157895,26.57776434,31.93087556,0.06,-0.6,-0.13,29,54.28571429,55.25,54.23076923,56.16666667,0.344827586,0.184210526,0.180995475,0.184397163,0.178041543,26.94,1
26.72,26.94,26.71,26.94,27,0.23,0.22,54.28571429,33.75796178,42.98245614,40.09324009,49.65449161,26.97333333,26.94428571,27.13416667,27.30730769,27.37266667,-0.001235788,-0.000159058,-0.0071558,-0.013450894,-0.015806522,26.94666667,26.96821429,27.04884615,27.16387464,27.37019672,26.88,26.89120252,26.90262098,26.91397739,26.92501192,26.93550152,26.94528464,26.95429099,26.96257493,26.97034992,26.97801986,26.98620154,26.9957328,27.00767182,27.02333598,27.04455371,27.07460383,27.12076878,27.1977873,27.30682361,26.8825,26.982,27.11225,27.16666667,100,51.31578947,32.04994019,100,34.21052632,23.31867694,100,31.2991285,28.05556697,100,26.57776434,30.49182659,0.12,-0.48,-0.25,13.33333333,52.57142857,54.5,53.80769231,56.36666667,2.025,0.513586957,0.495412844,0.501786991,0.479006505,26.94,0
26.89,26.94,26.89,26.94,6,0.05,0.05,15.78947368,29.72972973,40.90909091,41.01382488,49.35451837,26.92,26.95714286,27.115,27.27,27.36583333,0.000742942,-0.00063593,-0.006453992,-0.01210121,-0.015560766,26.93,26.96714286,27.01897436,27.13666667,27.35601093,26.94,26.93756013,26.9362621,26.93609661,26.93700238,26.93887538,26.94158539,26.94500185,26.94902997,26.95365746,26.95900993,26.96541085,26.97343968,26.98398668,26.99833518,27.01841529,27.04768306,27.09365346,27.17200857,27.28848243,26.9275,26.9995,27.0595,27.14783333,100,51.31578947,38.48684211,100,50.87719298,27.33947339,100,38.44198565,28.40168056,100,36.57776434,30.16388874,-0.26,-0.45,-0.26,14.33333333,28.14285714,51.58333333,52.84615385,55.06666667,0.418604651,0.21319797,0.11631664,0.113537118,0.108958838,26.87,0
26.73,26.96,26.73,26.87,24,0.23,0.14,21.42857143,55.69620253,44.33497537,38.31325301,47.90602656,26.91666667,26.96428571,27.06416667,27.22576923,27.35866667,-0.001733746,-0.003496689,-0.007174308,-0.013067371,-0.017861494,26.905,26.94535714,26.98128205,27.10703704,27.3397541,26.94,26.93987801,26.93962621,26.93941449,26.93940048,26.93971885,26.94047562,26.94175065,26.94361199,26.94614586,26.94950496,26.95397597,26.96006381,26.96859134,26.98083463,26.99881146,27.02614645,27.07060544,27.14880771,27.27105831,26.8575,26.9435,27.004,27.1245,60.86956522,66.53318078,48.8701373,60.86956522,61.02212052,35.82886888,60.86956522,45.76659039,29.9626798,60.86956522,41.12625932,31.13695424,-0.23,-0.67,-0.47,19,25.28571429,47.83333333,51.19230769,54.98333333,1.263157895,0.949152542,0.50174216,0.468820436,0.436495908,27.66,1
27.12,27.67,27.12,27.66,123,0.55,0.54,46.15384615,53.01204819,32.96089385,36.00973236,47.80835882,27.15666667,27.08428571,27.08416667,27.21769231,27.36633333,0.01853443,0.021256395,0.021260884,0.016250742,0.010730947,27.27666667,27.11928571,27.07294872,27.13920228,27.34963388,26.87,26.8734939,26.87696262,26.88041217,26.8838801,26.88742971,26.89114269,26.89511273,26.8994448,26.90426564,26.90975248,26.91618678,26.92403828,26.93408437,26.94758424,26.9666086,26.99491716,27.04051463,27.12092694,27.25100539,27.5275,27.0235,27.00225,27.1395,98.18181818,89.76284585,64.73190139,98.18181818,60.71909022,41.48998154,98.18181818,58.03931766,33.37026996,98.18181818,46.65872686,32.23469505,0.78,0.81,0.49,51,38.14285714,54.08333333,54.84615385,56.65,2.411764706,3.224719101,2.274268105,2.242636746,2.171226831,27.78,1
27.78,27.82,27.78,27.78,59,0.04,0,91.86046512,75.92592593,54.76190476,47.78947368,52.19047619,27.43666667,27.16714286,27.11666667,27.21423077,27.37916667,0.012513668,0.022558763,0.0244622,0.020789463,0.014640085,27.58833333,27.29321429,27.18,27.1808547,27.36319672,27.66,27.6206747,27.58169626,27.54306183,27.50477602,27.46685743,27.42934281,27.39228945,27.35577792,27.31991954,27.28487624,27.25090273,27.21842297,27.18815484,27.16130897,27.13995645,27.12793373,27.13343743,27.17483425,27.27145513,27.79,27.197,27.08575,27.17816667,0,64.76284585,68.09366549,0,60.71909022,47.57844463,0,58.03931766,38.11714583,0,46.43145413,34.00126704,0.84,0.96,0.3,68.66666667,36,51.58333333,55.65384615,57.06666667,0.859223301,1.638888889,1.143780291,1.060124395,1.033878505,27.54,0
27.72,27.72,27.54,27.54,20,0.18,-0.18,92.85714286,71.32352941,57.47126437,49.07597536,53.69127517,27.66,27.23,27.11666667,27.205,27.39066667,-0.004338395,0.011384502,0.015611555,0.012313913,0.005451979,27.64,27.38642857,27.24512821,27.20498575,27.36846995,27.78,27.77203373,27.76016963,27.74445927,27.7249552,27.70171436,27.67480284,27.64430131,27.61031117,27.57296379,27.53243812,27.4889965,27.44305378,27.39530065,27.34691628,27.29996734,27.25834698,27.23042182,27.23535082,27.29688237,27.585,27.3375,27.15975,27.18733333,0,39.76284585,65.20542958,0,59.84189723,54.56498625,0,45.53931766,39.7390217,0,46.43145413,35.76783903,0.6,0.72,0.12,67.33333333,38.42857143,50,56,55.61666667,0.297029703,0.520446097,0.4,0.357142857,0.359604435,27.85,1
