OpenPrice,HighestPrice,LowestPrice,ClosePrice,Volume,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-bias3,close-bias7,close-bias12,close-bias26,close-bias60,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,close-macd5,close-macd10,close-macd15,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10,close-momentum5,close-momentum10,close-momentum15,volume_ma3,volume_ma7,volume_ma12,volume_ma26,volume_ma60,volume_ratio_3,volume_ratio_7,volume_ratio_12,volume_ratio_26,volume_ratio_60,Y
10.69,10.71,10.65,10.65,2156,0.06,-0.04,18.18181818,21.73913043,38.54166667,47.58064516,57.43801653,10.63666667,10.80142857,10.85333333,10.90961538,10.55683333,0.001253526,-0.01401931,-0.018734644,-0.023796933,0.008825247,10.64,10.7325,10.80410256,10.87273504,10.76746995,10.63,10.6306682,10.63265152,10.63593187,10.64051049,10.64640852,10.65366687,10.66234523,10.6725193,10.6842754,10.69770112,10.71287173,10.72983481,10.74860199,10.76916347,10.79152547,10.81560666,10.83979444,10.85039751,10.75139174,10.665,10.7445,10.8585,10.86283333,0,23.21428571,29.37251984,0,22.32804233,34.1765873,0,24.55853175,37.07189078,0,34.78571429,35.65872545,-0.19,-0.29,-0.17,2078.666667,1952.714286,1753.416667,2723.346154,2930.983333,1.037203335,1.104104177,1.229599354,0.79167314,0.735589307,1
10.71,10.74,10.69,10.71,1199,0.05,0,6.896551724,27.86885246,37.23404255,46.50205761,57.43801653,10.66333333,10.75857143,10.8425,10.91076923,10.5715,0.004376368,-0.004514673,-0.012220429,-0.018401015,0.013101263,10.67666667,10.70964286,10.78205128,10.85794872,10.7724918,10.65,10.64903341,10.64826515,10.64788978,10.6481021,10.64910213,10.65110006,10.65432083,10.65900772,10.66542393,10.67385056,10.68457945,10.69790089,10.71409129,10.73341443,10.7561441,10.78248533,10.81132527,10.83035776,10.74632216,10.7125,10.717,10.83625,10.85583333,40,20.71428571,24.95039683,40,27.14285714,32.05357143,40,29.55853175,35.82837302,40,32.53571429,36.05828471,-0.19,-0.31,-0.14,1468,1981.571429,1781,2697.653846,2926.366667,0.816757493,0.605075337,0.673217294,0.444460286,0.409723092,0
10.72,10.77,10.65,10.66,890,0.12,-0.06,100,24.13793103,43.15789474,50.63829787,59.16666667,10.67333333,10.71714286,10.82166667,10.90384615,10.58516667,-0.001249219,-0.005331911,-0.014939165,-0.022363316,0.007069641,10.675,10.685,10.75397436,10.83937322,10.77539344,10.71,10.70695167,10.70382652,10.70068347,10.69762042,10.69477553,10.69233002,10.69051229,10.68960309,10.68994077,10.69192528,10.6960187,10.70274053,10.71265934,10.7263901,10.74460808,10.76798826,10.79612648,10.81832199,10.74450605,10.685,10.674,10.8045,10.84316667,8.333333333,20.41666667,23.76488095,8.333333333,23.53174603,28.89219577,8.333333333,22.78769841,33.61421131,8.333333333,24.48015873,35.01339952,0.03,-0.26,-0.23,1415,1927.571429,1580.166667,2621,2921.466667,0.628975265,0.461720892,0.563231727,0.339565052,0.304641504,0
10.66,10.69,10.55,10.55,1570,0.14,-0.11,61.53846154,24.56140351,36.55913978,45.98214286,58.47107438,10.64,10.67571429,10.78916667,10.89230769,10.59733333,-0.008458647,-0.011775726,-0.022167297,-0.031426554,-0.004466532,10.61333333,10.64321429,10.71217949,10.81316239,10.77424044,10.66,10.66234758,10.66438265,10.66610252,10.66752408,10.66869388,10.66969901,10.6706793,10.67184124,10.67347335,10.67596264,10.67981028,10.68564432,10.69422857,10.70647307,10.72345606,10.74639061,10.77570751,10.80248979,10.74028075,10.585,10.6565,10.76775,10.82233333,0,12.08333333,19.10714286,0,15.1984127,24.68915344,0,21.39880952,31.44345238,0,24.48015873,34.19073656,-0.08,-0.46,-0.29,1219.666667,1813,1635.416667,2610.846154,2925.333333,1.28723695,0.865968009,0.96,0.601337615,0.536690975,1
10.46,10.58,10.46,10.57,2953,0.12,0.11,27.27272727,24.56140351,30.69306931,43.58974359,57.40365112,10.59333333,10.62857143,10.75166667,10.87692308,10.60916667,-0.002202643,-0.005510753,-0.016896605,-0.028217822,-0.003691776,10.57833333,10.61678571,10.67846154,10.78928775,10.77334426,10.55,10.55561738,10.56143827,10.56741538,10.57350482,10.57967347,10.5859097,10.59223776,10.59873649,10.60556301,10.61298132,10.62139566,10.63138659,10.64374857,10.65953115,10.68009204,10.70711249,10.74185138,10.77724081,10.73076671,10.545,10.6385,10.72175,10.80233333,91.66666667,35,22.05357143,91.66666667,28.88888889,24.97244268,91.66666667,29.10714286,30.28831845,91.66666667,27.3968254,33.10140693,-0.08,-0.38,-0.34,1804.333333,1835.428571,1784.75,2581.076923,2954.433333,1.636615555,1.608888543,1.65457347,1.144096084,0.999514853,0
10.58,10.58,10.48,10.48,1040,0.1,-0.1,11.11111111,18.86792453,26.31578947,41.07142857,57.23014257,10.53333333,10.60714286,10.715,10.84961538,10.617,-0.005063291,-0.011986532,-0.021931871,-0.034067142,-0.012903833,10.52166667,10.57964286,10.63666667,10.75988604,10.76910929,10.57,10.56928087,10.56914383,10.56961231,10.57070096,10.57241837,10.57477291,10.57778321,10.5814946,10.58600335,10.59149066,10.59826761,10.60683195,10.61793657,10.6326718,10.65256903,10.67968999,10.71607368,10.75651673,10.72272837,10.505,10.6065,10.6755,10.7745,0,25,23.125,0,23.33333333,23.40388007,0,22.85714286,28.15662202,0,26.28571429,31.83333333,-0.23,-0.36,-0.46,1854.333333,1551,1776.75,2164.384615,2913.1,0.560848463,0.670535139,0.585338399,0.480506095,0.357007998,0
10.43,10.51,10.42,10.46,1228,0.09,0.03,9.090909091,28.57142857,26.59574468,33.17535545,54.84536082,10.50333333,10.58285714,10.66916667,10.81692308,10.62433333,-0.004125674,-0.011609071,-0.01960478,-0.032996729,-0.015467637,10.485,10.54285714,10.5974359,10.73102564,10.76396175,10.48,10.48446404,10.48891438,10.49344185,10.49814019,10.50310459,10.50843187,10.51422413,10.52059784,10.52770151,10.53574533,10.54504719,10.55609917,10.56965877,10.58687026,10.60942677,10.63975199,10.68066262,10.72886505,10.71059195,10.4625,10.5565,10.63675,10.743,44.44444444,34.02777778,26.52777778,44.44444444,30.74074074,24.80599647,44.44444444,27.22222222,26.64496528,44.44444444,27.73015873,30.95515873,-0.2,-0.44,-0.56,1740.333333,1576.571429,1796,1931.423077,2900.85,0.705611952,0.778905401,0.683741648,0.635800625,0.423324198,1
10.5,10.66,10.46,10.63,1063,0.2,0.13,15.38461538,27.02702703,18.3908046,28.85572139,54.52674897,10.52333333,10.58,10.6425,10.79923077,10.63433333,0.010136205,0.004725898,-0.001174536,-0.015670632,-0.000407485,10.54833333,10.55464286,10.59141026,10.71717949,10.76414754,10.46,10.4612232,10.46289144,10.46501628,10.46762804,10.47077615,10.47452956,10.47897844,10.48423914,10.49046568,10.49787267,10.50677595,10.5176595,10.5312782,10.54880918,10.57207008,10.60380159,10.64756323,10.70197855,10.69806236,10.595,10.5385,10.60625,10.71583333,85,55.27777778,37.32638889,85,38.24074074,26.65564374,85,33.68055556,26.39632937,85,31.23015873,30.17698413,0.08,0,-0.29,1110.333333,1420.428571,1778.916667,1784.461538,2876.633333,0.957370159,0.748365684,0.597554692,0.595697905,0.369529195,1
10.67,10.76,10.67,10.71,1032,0.09,0.04,60.71428571,48.07692308,33.67346939,38.26530612,55.97609562,10.6,10.58,10.63166667,10.78461538,10.6465,0.010377358,0.012287335,0.007367926,-0.006918688,0.005964401,10.64166667,10.58714286,10.60179487,10.7105698,10.76662842,10.63,10.62156116,10.61328914,10.60525244,10.59752561,10.59019404,10.58335887,10.57714246,10.57169565,10.56720956,10.56393633,10.56222677,10.5625957,10.56583083,10.57316643,10.58655256,10.60904127,10.64492875,10.69478069,10.69465924,10.7125,10.564,10.61025,10.69983333,44.44444444,43.47222222,39.44444444,44.44444444,44.25925926,30.11022928,44.44444444,39.23611111,28.23102679,44.44444444,34.72222222,29.98611111,0.14,0.08,-0.3,1107.666667,1396.571429,1667.25,1699.538462,2857.783333,0.931688234,0.738952537,0.618983356,0.607223681,0.361119049,0
10.7,10.71,10.65,10.67,574,0.06,-0.03,92.59259259,50,43.15789474,40.68627451,57.22772277,10.67,10.58142857,10.6125,10.76846154,10.659,-1.66E-16,0.00837046,0.005418139,-0.00914351,0.001031992,10.67666667,10.60964286,10.60769231,10.70207977,10.76739891,10.71,10.70557806,10.70032891,10.69428787,10.68750512,10.68004851,10.67200766,10.66349986,10.65467826,10.6457443,10.63696817,10.62872473,10.62155742,10.61629004,10.6142165,10.61741442,10.62923302,10.65468943,10.69630262,10.69542628,10.675,10.59,10.61425,10.67783333,33.33333333,51.80555556,46.14583333,33.33333333,49.81481481,35.87962963,33.33333333,38.40277778,29.33655754,33.33333333,34.72222222,29.83690476,0.19,0.02,-0.28,889.6666667,1351.428571,1482.083333,1665.730769,2848.9,0.645185463,0.424735729,0.387292662,0.344593503,0.201481273,1
