0.Code,1.Date,2.OpenPrice,3.HighestPrice,4.LowestPrice,5.ClosePrice,6.Trading Amount Per Index,High-Low,Close-Open,close-rsi %3,close-rsi %7,close-rsi %12,close-rsi %26,close-rsi %60,close-rsi %90,close-rsi %120,close-rsi %180,close-rsi %240,close-rsi %300,close-ma3,close-ma7,close-ma12,close-ma26,close-ma60,close-ma90,close-ma120,close-ma180,close-ma240,close-ma300,close-wma3,close-wma7,close-wma12,close-wma26,close-wma60,close-wma90,close-wma120,close-wma180,close-wma240,close-wma300,close-es0.0,close-es0.05,close-es0.1,close-es0.15,close-es0.2,close-es0.25,close-es0.3,close-es0.35,close-es0.4,close-es0.45,close-es0.5,close-es0.55,close-es0.6,close-es0.65,close-es0.7,close-es0.75,close-es0.8,close-es0.85,close-es0.9,close-es0.95,di,%K-4,%D-4,slow %D-4,%K-6,%D-6,slow %D-6,%K-8,%D-8,slow %D-8,%K-10,%D-10,slow %D-10
0050,20130102,46.57,47.13,46.49,46.92,16487,0.6400000000000006,0.3500000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.865,,,,,,,,,,,,
0050,20130103,47.35,47.48,47.13,47.31,29020,0.3499999999999943,-0.03999999999999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,47.307500000000005,,,,,,,,,,,,
0050,20130104,47.31,47.31,46.92,47.00,9837,0.39000000000000057,-0.3100000000000023,,,,,,,,,,,47.076666666666675,,,,,,,,,,47.09,,,,,,,,,,47.31,47.290499999999994,47.271,47.25150000000001,47.232000000000006,47.212500000000006,47.193,47.1735,47.153999999999996,47.1345,47.115,47.0955,47.076,47.0565,47.037,47.0175,46.998,46.978500000000004,46.959,46.9395,47.057500000000005,,,,,,,,,,,,
0050,20130107,47.05,47.05,46.49,46.79,8910,0.5599999999999952,-0.259999999999998,42.857142857142854,,,,,,,,,,47.03333333333333,,,,,,,,,,46.946666666666665,,,,,,,,,,47.0,47.014525,47.027100000000004,47.037724999999995,47.046400000000006,47.053125,47.057900000000004,47.060725,47.0616,47.060525,47.057500000000005,47.052525,47.0456,47.036725000000004,47.0259,47.013125,46.9984,46.981725000000004,46.9631,46.942524999999996,46.78,30.30303030303017,,,,,,,,,,,
0050,20130108,46.57,46.75,46.27,46.49,12507,0.4799999999999969,-0.0799999999999983,0.0,,,,,,,,,,46.76,,,,,,,,,,46.675,,,,,,,,,,46.79,46.80122625,46.81371,46.827158749999995,46.841280000000005,46.85578125,46.87037,46.88475375,46.89864,46.911736250000004,46.92375,46.934388750000004,46.94336,46.95037125,46.955130000000004,46.95734375,46.95672,46.95296625,46.94579,46.934898749999995,46.5,18.181818181818183,,,,,,,,,,,
0050,20130109,46.36,46.83,46.36,46.66,7529,0.46999999999999886,0.29999999999999716,25.0,,,,,,,,,,46.64666666666667,,,,,,,,,,46.625,,,,,,,,,,46.49,46.5055613125,46.522371,46.5405738125,46.560256,46.5814453125,46.604111,46.628163812500006,46.653456000000006,46.679781312500005,46.706875,46.73441381250001,46.762016,46.7892413125,46.815591000000005,46.8405078125,46.863376,46.8835213125,46.900211000000006,46.9126538125,46.6275,37.4999999999994,,,1.0603588907014505,,,,,,,,
0050,20130110,46.83,47.13,46.70,47.00,13953,0.4299999999999997,0.1700000000000017,62.96296296296296,,,,,,,,,,46.71666666666667,46.88142857142857,,,,,,,,,46.80166666666666,46.82535714285714,,,,,,,,,46.66,46.652278065625,46.6462371,46.642086071875,46.640051199999995,46.640361328124996,46.643233300000006,46.648857334374995,46.6573824,46.668901590625,46.6834375,46.700927596875005,46.7212096,46.744006853125,46.768913700000006,46.795380859375,46.82270080000001,46.849993115625,46.8761899,46.900021121875,46.9575,84.88372093023226,42.71714235377,,1.984774333877099,,,,,,,,
0050,20130111,47.18,47.26,46.87,46.96,11837,0.39000000000000057,-0.21999999999999886,92.72727272727272,51.13636363636363,,,,,,,,,46.873333333333335,46.887142857142855,,,,,,,,,46.92333333333333,46.845,,,,,,,,,47.0,46.98261390328125,46.964623710000005,46.946312910781245,46.92801024,46.910090332031245,46.892969990000005,46.87710006703125,46.86295296,46.851005715781255,46.84171875,46.835510178281254,46.83272576,46.833604454531255,46.83823959,46.84653564453125,46.85816064000001,46.87249414828125,46.88857091,46.905020065781244,47.0125,69.69696969696983,52.56562720225492,,1.8760195758564377,31.72065509636876,,1.8001565353508946,,,,,
0050,20130114,46.57,47.00,46.40,47.00,7282,0.6000000000000014,0.4299999999999997,90.47619047619048,39.00709219858156,,,,,,,,,46.98666666666667,46.84285714285714,,,,,,,,,46.986666666666665,46.87321428571428,,,,,,,,,46.96,46.961130695164066,46.960462371000006,46.957946936617184,46.95360204800001,46.94752258300781,46.939890997000006,46.930985023460934,46.921181184,46.910952572101564,46.900859374999996,46.891530598054686,46.883635456,46.87784289544531,46.874767713,46.87490173339844,46.878528512,46.885620026039064,46.895713819,46.907769062492186,46.85,71.11111111111128,65.79795043457818,,60.33057851239675,37.14612188547195,,1.9660651764072095,,,,,
0050,20130115,46.75,46.96,46.49,46.57,6609,0.46999999999999886,-0.17999999999999972,7.843137254901962,35.94771241830066,,,,,,,,,46.843333333333334,46.78142857142857,,,,,,,,,46.778333333333336,46.80499999999999,,,,,,,,,47.0,46.9980565347582,46.9960462371,46.993692040492576,46.9907204096,46.98688064575195,46.981967299100006,46.97584475821132,46.9684724736,46.9599286574457,46.9504296875,46.94034182893007,46.9301812736,46.92059788203945,46.9123373991,46.90617630004883,46.9028228096,46.90277702213321,46.9061424371,46.912380609367574,46.6475,19.767441860465325,61.364810899694675,55.61138272257445,24.793388429751957,30.34085329043069,39.65613282315635,0.8079719903043283,23.696774212757912,,0.775594622543943,,
